 time            v(Ain)          v(SH_pos)       v(COMPout)      v(D0)           v(d1)           v(d2)           v(d3)          
 2.39428663e-05  8.91000000e-01  9.25932382e-01  1.62607440e-02  3.01806452e-07  4.42871364e-07  1.79999977e+00  1.14082711e-07 
 2.39438663e-05  8.91000000e-01  9.25932380e-01  1.62605786e-02  2.32331152e-07  4.31871046e-07  1.79999982e+00  6.31441559e-08 
 2.39448663e-05  8.91000000e-01  9.25932382e-01  1.62604238e-02  3.01811410e-07  4.42569221e-07  1.79999977e+00  1.14099426e-07 
 2.39458663e-05  8.91000000e-01  9.25932379e-01  1.62602585e-02  2.32326578e-07  4.31552243e-07  1.79999982e+00  6.31274083e-08 
 2.39468663e-05  8.91000000e-01  9.25932381e-01  1.62601037e-02  3.01816341e-07  4.42267970e-07  1.79999977e+00  1.14116131e-07 
 2.39478663e-05  8.91000000e-01  9.25932378e-01  1.62599385e-02  2.32322082e-07  4.31234341e-07  1.79999982e+00  6.31107016e-08 
 2.39488663e-05  8.91000000e-01  9.25932380e-01  1.62597839e-02  3.01821212e-07  4.41967588e-07  1.79999977e+00  1.14132823e-07 
 2.39498663e-05  8.91000000e-01  9.25932377e-01  1.62596188e-02  2.32317557e-07  4.30917353e-07  1.79999982e+00  6.30939996e-08 
 2.39508663e-05  8.91000000e-01  9.25932379e-01  1.62594643e-02  3.01826139e-07  4.41668063e-07  1.79999977e+00  1.14149420e-07 
 2.39518663e-05  8.91000000e-01  9.25932376e-01  1.62592992e-02  2.32313043e-07  4.30601268e-07  1.79999982e+00  6.30773985e-08 
 2.39528663e-05  8.91000000e-01  9.25932378e-01  1.62591448e-02  3.01831017e-07  4.41369390e-07  1.79999977e+00  1.14166058e-07 
 2.39538663e-05  8.91000000e-01  9.25932375e-01  1.62589799e-02  2.32308544e-07  4.30286107e-07  1.79999982e+00  6.30606852e-08 
 2.39548663e-05  8.91000000e-01  9.25932377e-01  1.62588255e-02  3.01835909e-07  4.41071619e-07  1.79999977e+00  1.14182719e-07 
 2.39558663e-05  8.91000000e-01  9.25932374e-01  1.62586607e-02  2.32304019e-07  4.29971739e-07  1.79999982e+00  6.30440274e-08 
 2.39568663e-05  8.91000000e-01  9.25932376e-01  1.62585065e-02  3.01840828e-07  4.40774768e-07  1.79999977e+00  1.14199376e-07 
 2.39578663e-05  8.91000000e-01  9.25932373e-01  1.62583417e-02  2.32299504e-07  4.29658249e-07  1.79999982e+00  6.30273286e-08 
 2.39588663e-05  8.91000000e-01  9.25932375e-01  1.62581876e-02  3.01845713e-07  4.40478782e-07  1.79999977e+00  1.14216030e-07 
 2.39598663e-05  8.91000000e-01  9.25932372e-01  1.62580230e-02  2.32294979e-07  4.29345663e-07  1.79999982e+00  6.30106870e-08 
 2.39608663e-05  8.91000000e-01  9.25932374e-01  1.62578689e-02  3.01850619e-07  4.40183570e-07  1.79999977e+00  1.14232612e-07 
 2.39618663e-05  8.91000000e-01  9.25932371e-01  1.62577044e-02  2.32290461e-07  4.29034048e-07  1.79999982e+00  6.29940675e-08 
 2.39628663e-05  8.91000000e-01  9.25932373e-01  1.62575504e-02  3.01855503e-07  4.39889196e-07  1.79999977e+00  1.14249216e-07 
 2.39638663e-05  8.91000000e-01  9.25932371e-01  1.62573860e-02  2.32285975e-07  4.28723241e-07  1.79999982e+00  6.29774497e-08 
 2.39648663e-05  8.91000000e-01  9.25932372e-01  1.62572321e-02  3.01860340e-07  4.39595728e-07  1.79999977e+00  1.14265811e-07 
 2.39658663e-05  8.91000000e-01  9.25932370e-01  1.62570678e-02  2.32281515e-07  4.28413321e-07  1.79999982e+00  6.29608216e-08 
 2.39668663e-05  8.91000000e-01  9.25932371e-01  1.62569140e-02  3.01865194e-07  4.39303052e-07  1.79999977e+00  1.14282381e-07 
 2.39678663e-05  8.91000000e-01  9.25932369e-01  1.62567498e-02  2.32276997e-07  4.28104295e-07  1.79999982e+00  6.29442296e-08 
 2.39688663e-05  8.91000000e-01  9.25932370e-01  1.62565961e-02  3.01870099e-07  4.39011239e-07  1.79999977e+00  1.14298971e-07 
 2.39698663e-05  8.91000000e-01  9.25932368e-01  1.62564320e-02  2.32272509e-07  4.27796123e-07  1.79999982e+00  6.29276217e-08 
 2.39708663e-05  8.91000000e-01  9.25932369e-01  1.62562784e-02  3.01874956e-07  4.38720256e-07  1.79999977e+00  1.14315534e-07 
 2.39718663e-05  8.91000000e-01  9.25932367e-01  1.62561144e-02  2.32267997e-07  4.27488754e-07  1.79999982e+00  6.29110246e-08 
 2.39728663e-05  8.91000000e-01  9.25932369e-01  1.62559609e-02  3.01879837e-07  4.38430210e-07  1.79999977e+00  1.14332122e-07 
 2.39738663e-05  8.91000000e-01  9.25932366e-01  1.62557969e-02  2.32263525e-07  4.27182213e-07  1.79999982e+00  6.28944351e-08 
 2.39748663e-05  8.91000000e-01  9.25932368e-01  1.62556436e-02  3.01884664e-07  4.38140974e-07  1.79999977e+00  1.14348656e-07 
 2.39758663e-05  8.91000000e-01  9.25932365e-01  1.62554797e-02  2.32259034e-07  4.26876545e-07  1.79999982e+00  6.28778762e-08 
 2.39768663e-05  8.91000000e-01  9.25932367e-01  1.62553264e-02  3.01889531e-07  4.37852544e-07  1.79999977e+00  1.14365190e-07 
 2.39778663e-05  8.91000000e-01  9.25932364e-01  1.62551627e-02  2.32254545e-07  4.26571770e-07  1.79999982e+00  6.28613073e-08 
 2.39788663e-05  8.91000000e-01  9.25932366e-01  1.62550095e-02  3.01894367e-07  4.37564903e-07  1.79999977e+00  1.14381700e-07 
 2.39798663e-05  8.91000000e-01  9.25932363e-01  1.62548458e-02  2.32250104e-07  4.26267804e-07  1.79999982e+00  6.28448316e-08 
 2.39808663e-05  8.91000000e-01  9.25932365e-01  1.62546927e-02  3.01899153e-07  4.37278137e-07  1.79999977e+00  1.14398139e-07 
 2.39818663e-05  8.91000000e-01  9.25932362e-01  1.62545291e-02  2.32245689e-07  4.25964689e-07  1.79999982e+00  6.28283302e-08 
 2.39828663e-05  8.91000000e-01  9.25932364e-01  1.62543762e-02  3.01903954e-07  4.36992155e-07  1.79999977e+00  1.14414626e-07 
 2.39838663e-05  8.91000000e-01  9.25932361e-01  1.62542127e-02  2.32241202e-07  4.25662447e-07  1.79999982e+00  6.28118041e-08 
 2.39848663e-05  8.91000000e-01  9.25932363e-01  1.62540598e-02  3.01908824e-07  4.36706964e-07  1.79999977e+00  1.14431145e-07 
 2.39858663e-05  8.91000000e-01  9.25932360e-01  1.62538964e-02  2.32236717e-07  4.25361050e-07  1.79999982e+00  6.27952672e-08 
 2.39868663e-05  8.91000000e-01  9.25932362e-01  1.62537436e-02  3.01913676e-07  4.36422598e-07  1.79999977e+00  1.14447630e-07 
 2.39878663e-05  8.91000000e-01  9.25932359e-01  1.62535803e-02  2.32232231e-07  4.25060466e-07  1.79999982e+00  6.27787738e-08 
 2.39888663e-05  8.91000000e-01  9.25932361e-01  1.62534276e-02  3.01918488e-07  4.36139084e-07  1.79999977e+00  1.14464143e-07 
 2.39898663e-05  8.91000000e-01  9.25932358e-01  1.62532644e-02  2.32227783e-07  4.24760639e-07  1.79999982e+00  6.27622083e-08 
 2.39908663e-05  8.91000000e-01  9.25932360e-01  1.62531118e-02  3.01923309e-07  4.35856418e-07  1.79999977e+00  1.14480649e-07 
 2.39918663e-05  8.91000000e-01  9.25932358e-01  1.62529487e-02  2.32223331e-07  4.24461638e-07  1.79999982e+00  6.27456870e-08 
 2.39928663e-05  8.91000000e-01  9.25932359e-01  1.62527962e-02  3.01928102e-07  4.35574571e-07  1.79999977e+00  1.14497134e-07 
 2.39938663e-05  8.91000000e-01  9.25932357e-01  1.62526332e-02  2.32218895e-07  4.24163418e-07  1.79999982e+00  6.27291962e-08 
 2.39948663e-05  8.91000000e-01  9.25932358e-01  1.62524808e-02  3.01932875e-07  4.35293534e-07  1.79999977e+00  1.14513579e-07 
 2.39958663e-05  8.91000000e-01  9.25932356e-01  1.62523179e-02  2.32214499e-07  4.23866068e-07  1.79999982e+00  6.27127717e-08 
 2.39968663e-05  8.91000000e-01  9.25932357e-01  1.62521656e-02  3.01937636e-07  4.35013234e-07  1.79999977e+00  1.14529950e-07 
 2.39978663e-05  8.91000000e-01  9.25932355e-01  1.62520027e-02  2.32210060e-07  4.23569557e-07  1.79999982e+00  6.26963526e-08 
 2.39988663e-05  8.91000000e-01  9.25932356e-01  1.62518505e-02  3.01942456e-07  4.34733742e-07  1.79999977e+00  1.14546352e-07 
 2.39998663e-05  8.91000000e-01  9.25932354e-01  1.62516878e-02  2.32205565e-07  4.23273820e-07  1.79999982e+00  6.26799047e-08 
 2.40000000e-05  8.91000000e-01  9.25932356e-01  1.62516721e-02  3.02061014e-07  4.34645420e-07  1.79999977e+00  1.14600834e-07 
 2.39002692e-05  9.22250000e-01  9.44716461e-01  1.79997707e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39012692e-05  9.22250000e-01  9.44716462e-01  1.79997711e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39022692e-05  9.22250000e-01  9.44716460e-01  1.79997709e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39032692e-05  9.22250000e-01  9.44716461e-01  1.79997712e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39042692e-05  9.22250000e-01  9.44716458e-01  1.79997710e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39052692e-05  9.22250000e-01  9.44716459e-01  1.79997714e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39062692e-05  9.22250000e-01  9.44716457e-01  1.79997711e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39072692e-05  9.22250000e-01  9.44716458e-01  1.79997715e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39082692e-05  9.22250000e-01  9.44716455e-01  1.79997712e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39092692e-05  9.22250000e-01  9.44716456e-01  1.79997716e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39102692e-05  9.22250000e-01  9.44716453e-01  1.79997713e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39112692e-05  9.22250000e-01  9.44716455e-01  1.79997717e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39122692e-05  9.22250000e-01  9.44716452e-01  1.79997714e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39132692e-05  9.22250000e-01  9.44716453e-01  1.79997718e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39142692e-05  9.22250000e-01  9.44716450e-01  1.79997716e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39152692e-05  9.22250000e-01  9.44716451e-01  1.79997720e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39162692e-05  9.22250000e-01  9.44716449e-01  1.79997717e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39172692e-05  9.22250000e-01  9.44716450e-01  1.79997721e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39182692e-05  9.22250000e-01  9.44716447e-01  1.79997718e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39192692e-05  9.22250000e-01  9.44716448e-01  1.79997722e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39202692e-05  9.22250000e-01  9.44716446e-01  1.79997719e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39212692e-05  9.22250000e-01  9.44716447e-01  1.79997723e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39222692e-05  9.22250000e-01  9.44716444e-01  1.79997720e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39232692e-05  9.22250000e-01  9.44716445e-01  1.79997724e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39242692e-05  9.22250000e-01  9.44716442e-01  1.79997722e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39252692e-05  9.22250000e-01  9.44716443e-01  1.79997725e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39262692e-05  9.22250000e-01  9.44716441e-01  1.79997723e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39272692e-05  9.22250000e-01  9.44716442e-01  1.79997727e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39282692e-05  9.22250000e-01  9.44716439e-01  1.79997724e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39292692e-05  9.22250000e-01  9.44716440e-01  1.79997728e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39302692e-05  9.22250000e-01  9.44716438e-01  1.79997725e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39312692e-05  9.22250000e-01  9.44716439e-01  1.79997729e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39322692e-05  9.22250000e-01  9.44716436e-01  1.79997726e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39332692e-05  9.22250000e-01  9.44716437e-01  1.79997730e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39342692e-05  9.22250000e-01  9.44716435e-01  1.79997727e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39352692e-05  9.22250000e-01  9.44716436e-01  1.79997731e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39362692e-05  9.22250000e-01  9.44716433e-01  1.79997729e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39372692e-05  9.22250000e-01  9.44716434e-01  1.79997732e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39382692e-05  9.22250000e-01  9.44716431e-01  1.79997730e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39392692e-05  9.22250000e-01  9.44716432e-01  1.79997733e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39402692e-05  9.22250000e-01  9.44716430e-01  1.79997731e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39412692e-05  9.22250000e-01  9.44716431e-01  1.79997735e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39422692e-05  9.22250000e-01  9.44716428e-01  1.79997732e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39432692e-05  9.22250000e-01  9.44716429e-01  1.79997736e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39442692e-05  9.22250000e-01  9.44716427e-01  1.79997733e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39452692e-05  9.22250000e-01  9.44716428e-01  1.79997737e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39462692e-05  9.22250000e-01  9.44716425e-01  1.79997734e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39472692e-05  9.22250000e-01  9.44716426e-01  1.79997738e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39482692e-05  9.22250000e-01  9.44716423e-01  1.79997735e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39492692e-05  9.22250000e-01  9.44716424e-01  1.79997739e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39502692e-05  9.22250000e-01  9.44716422e-01  1.79997737e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39512692e-05  9.22250000e-01  9.44716423e-01  1.79997740e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39522692e-05  9.22250000e-01  9.44716420e-01  1.79997738e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39532692e-05  9.22250000e-01  9.44716421e-01  1.79997742e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39542692e-05  9.22250000e-01  9.44716419e-01  1.79997739e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39552692e-05  9.22250000e-01  9.44716420e-01  1.79997743e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39562692e-05  9.22250000e-01  9.44716417e-01  1.79997740e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39572692e-05  9.22250000e-01  9.44716418e-01  1.79997744e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39582692e-05  9.22250000e-01  9.44716416e-01  1.79997741e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39592692e-05  9.22250000e-01  9.44716417e-01  1.79997745e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39602692e-05  9.22250000e-01  9.44716414e-01  1.79997742e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39612692e-05  9.22250000e-01  9.44716415e-01  1.79997746e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39622692e-05  9.22250000e-01  9.44716412e-01  1.79997744e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39632692e-05  9.22250000e-01  9.44716413e-01  1.79997747e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39642692e-05  9.22250000e-01  9.44716411e-01  1.79997745e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39652692e-05  9.22250000e-01  9.44716412e-01  1.79997748e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39662692e-05  9.22250000e-01  9.44716409e-01  1.79997746e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39672692e-05  9.22250000e-01  9.44716410e-01  1.79997750e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39682692e-05  9.22250000e-01  9.44716408e-01  1.79997747e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39692692e-05  9.22250000e-01  9.44716409e-01  1.79997751e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39702692e-05  9.22250000e-01  9.44716406e-01  1.79997748e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39712692e-05  9.22250000e-01  9.44716407e-01  1.79997752e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39722692e-05  9.22250000e-01  9.44716404e-01  1.79997749e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39732692e-05  9.22250000e-01  9.44716406e-01  1.79997753e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39742692e-05  9.22250000e-01  9.44716403e-01  1.79997750e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39752692e-05  9.22250000e-01  9.44716404e-01  1.79997754e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39762692e-05  9.22250000e-01  9.44716401e-01  1.79997752e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39772692e-05  9.22250000e-01  9.44716402e-01  1.79997755e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39782692e-05  9.22250000e-01  9.44716400e-01  1.79997753e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39792692e-05  9.22250000e-01  9.44716401e-01  1.79997756e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39802692e-05  9.22250000e-01  9.44716398e-01  1.79997754e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39812692e-05  9.22250000e-01  9.44716399e-01  1.79997757e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39822692e-05  9.22250000e-01  9.44716397e-01  1.79997755e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39832692e-05  9.22250000e-01  9.44716398e-01  1.79997759e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39842692e-05  9.22250000e-01  9.44716395e-01  1.79997756e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39852692e-05  9.22250000e-01  9.44716396e-01  1.79997760e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39862692e-05  9.22250000e-01  9.44716393e-01  1.79997757e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39872692e-05  9.22250000e-01  9.44716394e-01  1.79997761e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39882692e-05  9.22250000e-01  9.44716392e-01  1.79997758e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39892692e-05  9.22250000e-01  9.44716393e-01  1.79997762e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39902692e-05  9.22250000e-01  9.44716390e-01  1.79997759e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39912692e-05  9.22250000e-01  9.44716391e-01  1.79997763e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39922692e-05  9.22250000e-01  9.44716389e-01  1.79997761e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39932692e-05  9.22250000e-01  9.44716390e-01  1.79997764e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39942692e-05  9.22250000e-01  9.44716387e-01  1.79997762e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39952692e-05  9.22250000e-01  9.44716388e-01  1.79997765e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39962692e-05  9.22250000e-01  9.44716386e-01  1.79997763e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39972692e-05  9.22250000e-01  9.44716387e-01  1.79997767e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.39982692e-05  9.22250000e-01  9.44716384e-01  1.79997764e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39992692e-05  9.22250000e-01  9.44716385e-01  1.79997768e+00  1.79999985e+00  1.79999998e+00  1.79999996e+00  1.79999976e+00 
 2.40000000e-05  9.22250000e-01  9.44716383e-01  1.79997765e+00  1.79999988e+00  1.79999999e+00  1.79999998e+00  1.79999980e+00 
 2.39004706e-05  9.53500000e-01  1.00698243e+00  1.79997998e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39014706e-05  9.53500000e-01  1.00698243e+00  1.79997993e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39024706e-05  9.53500000e-01  1.00698243e+00  1.79997999e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39034706e-05  9.53500000e-01  1.00698243e+00  1.79997994e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39044706e-05  9.53500000e-01  1.00698242e+00  1.79998000e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39054706e-05  9.53500000e-01  1.00698242e+00  1.79997995e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39064706e-05  9.53500000e-01  1.00698242e+00  1.79998001e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39074706e-05  9.53500000e-01  1.00698242e+00  1.79997996e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39084706e-05  9.53500000e-01  1.00698242e+00  1.79998002e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39094706e-05  9.53500000e-01  1.00698241e+00  1.79997997e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39104706e-05  9.53500000e-01  1.00698241e+00  1.79998003e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39114706e-05  9.53500000e-01  1.00698241e+00  1.79997998e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39124706e-05  9.53500000e-01  1.00698241e+00  1.79998004e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39134706e-05  9.53500000e-01  1.00698241e+00  1.79997999e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39144706e-05  9.53500000e-01  1.00698241e+00  1.79998005e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39154706e-05  9.53500000e-01  1.00698240e+00  1.79998000e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39164706e-05  9.53500000e-01  1.00698240e+00  1.79998006e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39174706e-05  9.53500000e-01  1.00698240e+00  1.79998001e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39184706e-05  9.53500000e-01  1.00698240e+00  1.79998007e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39194706e-05  9.53500000e-01  1.00698240e+00  1.79998002e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39204706e-05  9.53500000e-01  1.00698239e+00  1.79998008e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39214706e-05  9.53500000e-01  1.00698239e+00  1.79998003e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39224706e-05  9.53500000e-01  1.00698239e+00  1.79998009e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39234706e-05  9.53500000e-01  1.00698239e+00  1.79998004e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39244706e-05  9.53500000e-01  1.00698239e+00  1.79998010e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39254706e-05  9.53500000e-01  1.00698238e+00  1.79998005e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
 2.39264706e-05  9.53500000e-01  1.00698238e+00  1.79998012e+00  1.79999991e+00  1.79999993e+00  1.79999989e+00  1.79999979e+00 
 2.39274706e-05  9.53500000e-01  1.00698238e+00  1.79998006e+00  1.79999989e+00  1.79999991e+00  1.79999987e+00  1.79999976e+00 
